,parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat
475,beta_475,0.014646249047965904,0.5764492616078146,0.04924974142148611,-1.0445380668692095,0.9342723708163309,3668.732894433463,1.0016304953661588
476,beta_476,0.6922234465861834,0.6172101258755339,0.6582603342043858,-0.3177723505988906,1.6644376340278806,3125.019841744259,1.003350205502851
477,beta_477,-0.24078373487571297,0.5256052990459893,-0.17908271519277122,-1.2190898226195632,0.5288115663577742,3307.604051404968,1.0052620982800247
478,beta_478,-0.04672366586724332,0.5668290173561893,-0.013735849715259076,-1.095922703590832,0.8167998690882601,3021.363376272872,1.0069072657509555
479,beta_479,-0.3852952623049616,0.47654478473418416,-0.32755234693342766,-1.1642673083889052,0.3896227732915688,3477.624176775489,1.0041422417376542
480,beta_480,-0.005082430542792911,0.5807004010729432,0.028433739280305424,-1.0909421291563497,0.8706797376735168,3266.62217431783,1.0040685316308602
481,beta_481,-0.4277070873508946,0.5053681876197936,-0.36041239722895446,-1.3170793050476406,0.3198746116252806,3322.917551963626,1.001491230671664
482,beta_482,-0.42839813771122054,0.5650265972503634,-0.3807103079129626,-1.4106892611142532,0.42536035151317264,700.6301092673856,1.0155368991691542
483,beta_483,0.1472567222425634,0.5483104844688603,0.16043814505751278,-0.7019334482960553,1.0716669295902446,3799.1259677575054,1.0000682285910112
484,beta_484,-0.0729949288585637,0.5591100629474223,-0.02547194447068102,-1.0650462290291645,0.803555984147227,3474.369278495495,1.0059590823447613
485,beta_485,0.18162069560256344,0.5989296510317097,0.18482177778436018,-0.8676420287898036,1.1217529348398665,1704.8326038289763,1.011748832149242
486,beta_486,-0.3199277895296643,0.44868898419465847,-0.26918503154891693,-1.0825562455800328,0.397572888876033,3525.0058058211716,0.9998470894187984
487,beta_487,-0.44894947300395804,0.5281105525388464,-0.38871139806317967,-1.344224339354266,0.3529449367073039,4029.377985082073,1.002063949472559
488,beta_488,0.4155429262654248,0.6125656112217142,0.3975540275175834,-0.5399539808716429,1.4215892322584736,3689.9875516997427,1.0051436398392684
489,beta_489,-0.27351814256080725,0.5590178906934581,-0.20828043804624757,-1.341697563219704,0.5179408508641689,3021.485614066982,1.0055980304714023
490,beta_490,-0.2505139683324442,0.3881931195023688,-0.2182882676340981,-0.8430223169640965,0.397781360219705,3481.169573176929,1.0016536949861685
491,beta_491,-0.21093971681859336,0.4064794623517556,-0.1846112644285031,-0.8427496365407443,0.49758931346760465,3885.8221939088435,1.002831736988956
492,beta_492,0.004109742190779451,0.5703850869720856,0.03661963438386373,-0.9754851366724021,0.9349813964968424,3380.9044995516015,1.004999013135639
493,beta_493,-0.278748450480395,0.5184145088375754,-0.2214570880204121,-1.1957318149359701,0.5137746371661261,3732.0168202755344,1.0012187032780853
494,beta_494,-0.132231047232538,0.5160950471873075,-0.09027398475032355,-1.0615168042897516,0.6534026897028886,4030.8289418042045,1.0034606888524193
495,beta_495,-0.09611194683997076,0.49534529990938825,-0.05449249857215941,-0.9518119029352967,0.6965541463623431,1294.9620940296052,1.0124258192206532
496,beta_496,0.3211968373791307,0.5051332720032423,0.3052016225752394,-0.49287041589793323,1.144051528392536,3956.8066129505473,1.0015548597295498
497,beta_497,0.04614866281049116,0.6072985526448011,0.07505707484346147,-1.0337882026250413,0.998051620183684,3555.4422081214693,1.0032020610839225
498,beta_498,0.08844540891312816,0.5832366120504571,0.10777266446069635,-0.8723363414468523,1.095963367042276,3666.228219968464,1.0034639627614341
499,beta_499,-0.3069441207471252,0.5199784085276652,-0.25136202441045985,-1.2270137155178686,0.4728886914586031,4188.213613286707,1.003975495280004
500,beta_500,-0.2853515105802989,0.4286900265285186,-0.22836841340386385,-0.99549124471896,0.37550958391226935,3732.006865126421,1.0002220052831878
501,beta_501,-0.32887649139912967,0.5732340528510156,-0.27311961799429796,-1.333014028779501,0.5341441867216646,3526.0539324943225,1.0022122264993052
502,beta_502,-0.3556489476426916,0.5337712613057694,-0.2894850772370914,-1.2936063135765197,0.4236415582159193,3430.068554646134,1.0024953810474382
